,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
0,1533042976.474182,Cav32m4csR3OZYhShj,192.168.100.113,123.0,147.251.48.140,123.0,udp,-,0.006988,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
1,1533042988.474356,ClwPfA40tU9UT4nksg,192.168.100.113,123.0,147.231.100.5,123.0,udp,-,0.001487,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
2,1533043015.474237,CsaylRCZTlkOep3E3,192.168.100.113,123.0,37.157.198.150,123.0,udp,-,0.004739,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
3,1533043052.474175,Capltr2s2cYjfXbdXk,192.168.100.113,123.0,147.231.100.5,123.0,udp,-,0.001743,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
4,1533043075.474337,CqXbOUQxMkem0d56b,192.168.100.113,123.0,31.31.74.35,123.0,udp,-,0.007737,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
5,1533043119.474289,CTCAcJ1iJPprDrgJ4i,192.168.100.113,123.0,147.231.100.5,123.0,udp,-,0.001493,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
6,1533043143.474388,CHIZyjvKaTGraaCai,192.168.100.113,123.0,80.79.25.111,123.0,udp,-,0.002248,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
7,1533043146.474167,CuzSANgjD0VlBFpZf,192.168.100.113,123.0,37.157.198.150,123.0,udp,-,0.004997,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
8,1533042913.908790,CxYXer3qJTUkAIOuJ4,192.168.100.102,64923.0,192.168.100.113,22.0,tcp,-,-,-,-,OTH,-,-,0.0,^d,0.0,0.0,1.0,88.0,(empty)   Benign   -
9,1533043176.474351,C4SHZE37E3ZQbHs78j,192.168.100.113,123.0,81.2.254.224,123.0,udp,-,0.012732,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
10,1533043186.474163,CfFjwF3cMaEmEzUHm9,192.168.100.113,123.0,147.231.100.5,123.0,udp,-,0.001734,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
11,1533043206.474273,CEbbt12WEyGnhXT0Yi,192.168.100.113,123.0,31.31.74.35,123.0,udp,-,0.004738,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
12,1533043237.474271,CiS1KfouDDw6XE59i,192.168.100.113,123.0,147.251.48.140,123.0,udp,-,0.006982,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
13,1533043253.474080,CJfdUE253MLvssSqm8,192.168.100.113,123.0,147.231.100.5,123.0,udp,-,0.001490,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
14,1533043277.474060,CERfn9QrWIJS1HxWk,192.168.100.113,123.0,37.157.198.150,123.0,udp,-,0.004743,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
15,1533043319.473705,CVnnFn15zRDNti1YAj,192.168.100.113,123.0,147.231.100.5,123.0,udp,-,0.001739,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,(empty)   Benign   -
16,1533043337.473629,Crxp6i2dgCncl8xIkh,192.168.100.113,123.0,31.31.74.35,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,(empty)   Benign   -
