,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
0,1545403848.981338,CDrkrSobGYxHhYfth,192.168.1.195,41040.0,185.244.25.235,80.0,tcp,http,1.477656,149,128252,SF,-,-,2896.0,ShADadttcfF,94.0,5525.0,96.0,139044.0,-   Benign   -
1,1545403850.554283,CTWZQf2oJSvq6zmPAc,192.168.1.195,41042.0,185.244.25.235,80.0,tcp,-,3.147116,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
2,1545403857.781320,CvyynC4Sabj9BNXFRi,192.168.1.195,41042.0,185.244.25.235,80.0,tcp,http,1.305004,151,128348,SF,-,-,5792.0,ShADadttcfF,96.0,5699.0,92.0,133140.0,-   Benign   -
3,1545403859.183341,CWYyiA2sgRijwk2jEd,192.168.1.195,41044.0,185.244.25.235,80.0,tcp,http,1.004605,148,91961,SF,-,-,2896.0,ShADadtcfF,67.0,4148.0,65.0,92453.0,-   Benign   -
4,1545403860.282392,CYttPy2pqOIcen7UDh,192.168.1.195,41046.0,185.244.25.235,80.0,tcp,http,4.129647,148,99303,SF,-,-,5792.0,ShADadtcfF,75.0,4412.0,69.0,97107.0,-   Benign   -
5,1545403864.507242,CYQTGJ1oQvLAxMiUe3,192.168.1.195,41048.0,185.244.25.235,80.0,tcp,-,3.114215,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
6,1545403871.701388,CLiCX23f1W7uIct9R9,192.168.1.195,41048.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
7,1545403880.341455,CN6R9n1qo4SS2QuWg3,192.168.1.195,41048.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
8,1545403840.458700,CkR8dc2LOAmAv9mxV4,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.001496,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,-   Benign   -
9,1545403896.981466,Csi3Lj1Uq4LS2mxs0f,192.168.1.195,41048.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
10,1545403929.621375,ChkV5w4IfU0ia6kFv1,192.168.1.195,41048.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
11,1545403909.458607,CSrhkJ23yM3J7iD4A3,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.001495,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,-   Benign   -
12,1545403995.902832,CXGFvG19LNJjQKqy2j,192.168.1.195,41050.0,185.244.25.235,80.0,tcp,-,3.158705,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
13,1545404003.141467,Czqan31ONpzR93YMp4,192.168.1.195,41050.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
14,1545404011.541451,CXde5g4XGzmDvCyln5,192.168.1.195,41050.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
15,1545403970.458575,COjbBK34fhR397H4rg,192.168.1.195,123.0,195.113.144.201,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,-   Benign   -
16,1545404028.181480,CWfo2Ibo3LtTPbbFc,192.168.1.195,41050.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
17,1545403975.458724,CW3T632dBpgbacAF6j,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.001495,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,-   Benign   -
18,1545403995.458586,CDjInd1qIYbICYhQL7,192.168.1.195,123.0,82.113.53.40,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,-   Benign   -
19,1545404060.821668,CHyyBq4oF4KamTOoF7,192.168.1.195,41050.0,185.244.25.235,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
20,1545404041.458689,CsvGmC2GIpBvsnbyJ,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.014232,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,-   Benign   -
21,1545404130.023057,CcSgZloEzkJknQDIk,192.168.1.195,41052.0,185.244.25.235,80.0,tcp,http,2.299441,151,164266,SF,-,-,5792.0,ShADadtctfF,114.0,6607.0,117.0,168910.0,-   Benign   -
22,1545404132.353979,CnkuiE1ejnVWSFRkzg,192.168.1.195,48986.0,185.244.25.235,6667.0,tcp,-,3.107733,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Malicious   C&C
23,1545404132.405451,CJCltM1gOKgWOslh23,192.168.1.195,41056.0,185.244.25.235,80.0,tcp,-,3.136227,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
